,net_load,DA_load,actual_load,DA_solar,DA_wind,actual_solar,actual_wind
2022-01-01 00:00:00+00:00,48477.0,49200.0,51654.0,0.0,2594.63,0.0,3177.0
2022-01-01 01:00:00+00:00,47110.0,47950.0,50160.0,0.0,2756.01,0.0,3050.0
2022-01-01 02:00:00+00:00,44117.0,44950.0,47250.0,0.0,2917.06,0.0,3133.0
2022-01-01 03:00:00+00:00,42021.0,43150.0,45424.0,0.0,3079.65,0.0,3403.0
2022-01-01 04:00:00+00:00,41643.0,42850.0,45253.0,0.0,3319.19,0.0,3610.0
2022-01-01 05:00:00+00:00,42038.0,43250.0,45785.0,0.0,3559.39,0.0,3747.0
2022-01-01 06:00:00+00:00,42429.0,43500.0,46485.0,0.0,3799.14,0.0,4056.0
2022-01-01 07:00:00+00:00,42378.0,43650.0,47153.0,0.0,3962.75,244.0,4531.0
2022-01-01 08:00:00+00:00,42134.0,43850.0,47933.0,226.76,4126.69,962.0,4837.0
2022-01-01 09:00:00+00:00,41658.0,45450.0,48911.0,1488.12,4291.25,2410.0,4843.0
2022-01-01 10:00:00+00:00,41708.0,46850.0,49989.0,3000.61,4278.76,3698.0,4583.0
2022-01-01 11:00:00+00:00,43641.0,49050.0,51801.0,3976.16,4265.63,4270.0,3890.0
2022-01-01 12:00:00+00:00,42923.0,49350.0,50485.0,4293.81,4252.12,4332.0,3230.0
2022-01-01 13:00:00+00:00,41596.0,46500.0,47998.0,3848.06,4102.25,3567.0,2835.0
2022-01-01 14:00:00+00:00,41734.0,44350.0,46485.0,2654.21,3953.12,2174.0,2577.0
2022-01-01 15:00:00+00:00,42598.0,43750.0,46449.0,1033.96,3804.86,801.0,3050.0
2022-01-01 16:00:00+00:00,45681.0,46300.0,49826.0,56.72,4307.86,244.0,3901.0
2022-01-01 17:00:00+00:00,48824.0,50100.0,53542.0,0.0,4811.89,0.0,4718.0
2022-01-01 18:00:00+00:00,49997.0,52100.0,54915.0,0.0,5316.3,0.0,4918.0
2022-01-01 19:00:00+00:00,48623.0,52000.0,53528.0,0.0,5210.14,0.0,4905.0
2022-01-01 20:00:00+00:00,46742.0,50100.0,51854.0,0.0,5104.69,0.0,5112.0
2022-01-01 21:00:00+00:00,47573.0,49150.0,52563.0,0.0,4999.53,0.0,4990.0
2022-01-01 22:00:00+00:00,48440.0,52000.0,53492.0,0.0,5082.27,0.0,5052.0
2022-01-01 23:00:00+00:00,48486.0,51300.0,53492.0,0.0,4973.41,0.0,5006.0
2022-01-02 00:00:00+00:00,44374.0,49050.0,49526.0,0.0,4890.66,0.0,5152.0
2022-01-02 01:00:00+00:00,42791.0,48500.0,48194.0,0.0,5121.54,0.0,5403.0
2022-01-02 02:00:00+00:00,39886.0,45900.0,45530.0,0.0,5349.63,0.0,5644.0
2022-01-02 03:00:00+00:00,38060.0,44800.0,44359.0,0.0,5577.92,0.0,6299.0
2022-01-02 04:00:00+00:00,37540.0,44450.0,44581.0,0.0,5974.49,0.0,7041.0
2022-01-02 05:00:00+00:00,37520.0,45600.0,45505.0,0.0,6367.32,0.0,7985.0
2022-01-02 06:00:00+00:00,37900.0,46800.0,46543.0,0.0,6757.96,0.0,8643.0
2022-01-02 07:00:00+00:00,38636.0,48200.0,47878.0,0.0,7313.33,263.0,8979.0
2022-01-02 08:00:00+00:00,40143.0,49750.0,49937.0,206.72,7870.51,623.0,9171.0
2022-01-02 09:00:00+00:00,41485.0,51450.0,51991.0,1260.06,8428.02,1476.0,9030.0
2022-01-02 10:00:00+00:00,42400.0,52400.0,53482.0,2444.04,9181.23,2163.0,8919.0
2022-01-02 11:00:00+00:00,44335.0,54300.0,56140.0,3191.55,9931.85,2516.0,9289.0
2022-01-02 12:00:00+00:00,41765.0,55150.0,54252.0,3249.06,10680.88,2620.0,9867.0
2022-01-02 13:00:00+00:00,39331.0,51650.0,51499.0,2812.05,10575.83,2296.0,9872.0
2022-01-02 14:00:00+00:00,38161.0,49950.0,49855.0,1921.0,10471.16,1472.0,10222.0
2022-01-02 15:00:00+00:00,38079.0,49550.0,49669.0,744.23,10368.83,562.0,11028.0
2022-01-02 16:00:00+00:00,40724.0,52300.0,52732.0,42.87,10171.44,246.0,11762.0
2022-01-02 17:00:00+00:00,44594.0,56300.0,56686.0,0.0,9973.98,0.0,12092.0
2022-01-02 18:00:00+00:00,45795.0,57350.0,57952.0,0.0,9775.07,0.0,12157.0
2022-01-02 19:00:00+00:00,43729.0,55700.0,55921.0,0.0,9669.06,0.0,12192.0
2022-01-02 20:00:00+00:00,41782.0,53000.0,53664.0,0.0,9562.82,0.0,11882.0
2022-01-02 21:00:00+00:00,42396.0,51600.0,53749.0,0.0,9455.83,0.0,11353.0
2022-01-02 22:00:00+00:00,43492.0,54400.0,54406.0,0.0,9392.51,0.0,10914.0
2022-01-02 23:00:00+00:00,44021.0,53300.0,54406.0,0.0,10708.51,0.0,10385.0
2022-01-03 00:00:00+00:00,40387.0,50850.0,50338.0,0.0,10116.43,0.0,9951.0
2022-01-03 01:00:00+00:00,39754.0,50200.0,49246.0,0.0,9711.32,0.0,9492.0
2022-01-03 02:00:00+00:00,37922.0,47550.0,47007.0,0.0,9304.48,0.0,9085.0
2022-01-03 03:00:00+00:00,37524.0,46550.0,46503.0,0.0,8898.31,0.0,8979.0
2022-01-03 04:00:00+00:00,40080.0,48950.0,48913.0,0.0,8645.69,0.0,8833.0
2022-01-03 05:00:00+00:00,45835.0,53900.0,54494.0,0.0,8390.8,0.0,8659.0
2022-01-03 06:00:00+00:00,51497.0,60100.0,59925.0,0.0,8134.09,0.0,8428.0
2022-01-03 07:00:00+00:00,54220.0,64200.0,62826.0,0.0,8345.68,267.0,8339.0
2022-01-03 08:00:00+00:00,54644.0,64500.0,63693.0,182.76,8559.04,716.0,8333.0
2022-01-03 09:00:00+00:00,53525.0,64950.0,63631.0,1076.84,8772.6,1661.0,8445.0
2022-01-03 10:00:00+00:00,52392.0,64800.0,63718.0,2116.61,8984.9,2471.0,8855.0
2022-01-03 11:00:00+00:00,52871.0,65100.0,64729.0,2788.76,9194.82,2912.0,8946.0
2022-01-03 12:00:00+00:00,51242.0,64950.0,63265.0,2957.14,9403.42,2982.0,9041.0
2022-01-03 13:00:00+00:00,49947.0,62850.0,61581.0,2710.25,9278.39,2525.0,9109.0
2022-01-03 14:00:00+00:00,49629.0,60250.0,59957.0,1866.87,9153.95,1585.0,8743.0
2022-01-03 15:00:00+00:00,50987.0,59150.0,59735.0,752.31,9031.34,608.0,8140.0
2022-01-03 16:00:00+00:00,54520.0,61500.0,62721.0,44.1,8639.74,242.0,7959.0
2022-01-03 17:00:00+00:00,58985.0,65600.0,66193.0,0.0,8247.99,0.0,7208.0
2022-01-03 18:00:00+00:00,59576.0,66800.0,66190.0,0.0,7856.11,0.0,6614.0
2022-01-03 19:00:00+00:00,55401.0,62800.0,62344.0,0.0,7515.46,0.0,6943.0
2022-01-03 20:00:00+00:00,51728.0,58100.0,58771.0,0.0,7175.68,0.0,7043.0
2022-01-03 21:00:00+00:00,50915.0,55300.0,58033.0,0.0,6834.67,0.0,7118.0
2022-01-03 22:00:00+00:00,51159.0,57850.0,58343.0,0.0,6818.55,0.0,7184.0
2022-01-03 23:00:00+00:00,48346.0,56150.0,55602.0,0.0,6230.1,0.0,7256.0
2022-01-04 00:00:00+00:00,46252.0,53300.0,53568.0,0.0,6216.33,0.0,7316.0
2022-01-04 01:00:00+00:00,45030.0,52550.0,52291.0,0.0,6477.69,0.0,7261.0
2022-01-04 02:00:00+00:00,43027.0,49500.0,50058.0,0.0,6743.76,0.0,7031.0
2022-01-04 03:00:00+00:00,42583.0,48350.0,49469.0,0.0,7014.38,0.0,6886.0
2022-01-04 04:00:00+00:00,44999.0,49400.0,51688.0,0.0,7162.64,0.0,6689.0
2022-01-04 05:00:00+00:00,50278.0,54050.0,56856.0,0.0,7316.22,0.0,6578.0
2022-01-04 06:00:00+00:00,56307.0,60600.0,62574.0,0.0,7473.51,0.0,6267.0
2022-01-04 07:00:00+00:00,59342.0,64500.0,65655.0,0.0,7465.3,258.0,6055.0
2022-01-04 08:00:00+00:00,59960.0,65050.0,66307.0,195.43,7463.4,565.0,5782.0
2022-01-04 09:00:00+00:00,60182.0,65200.0,66599.0,1156.41,7462.86,1221.0,5196.0
2022-01-04 10:00:00+00:00,60719.0,65200.0,67012.0,2201.76,7345.12,1574.0,4719.0
2022-01-04 11:00:00+00:00,61887.0,65350.0,68212.0,2757.22,7229.83,1762.0,4563.0
2022-01-04 12:00:00+00:00,60432.0,65400.0,66768.0,2850.78,7114.23,1829.0,4507.0
2022-01-04 13:00:00+00:00,58556.0,63900.0,64851.0,2292.71,6323.03,1551.0,4744.0
2022-01-04 14:00:00+00:00,57213.0,62150.0,63183.0,1509.68,5531.16,979.0,4991.0
2022-01-04 15:00:00+00:00,56959.0,61850.0,62826.0,604.46,4740.07,413.0,5454.0
2022-01-04 16:00:00+00:00,59312.0,64400.0,65352.0,39.12,4779.85,204.0,5836.0
2022-01-04 17:00:00+00:00,61815.0,68950.0,68678.0,0.0,4819.77,0.0,6863.0
2022-01-04 18:00:00+00:00,60912.0,70250.0,68833.0,0.0,4860.85,0.0,7921.0
2022-01-04 19:00:00+00:00,56399.0,66450.0,64841.0,0.0,5321.44,0.0,8442.0
2022-01-04 20:00:00+00:00,52864.0,62350.0,61310.0,0.0,5782.04,0.0,8446.0
2022-01-04 21:00:00+00:00,52200.0,60150.0,61010.0,0.0,6243.45,0.0,8810.0
2022-01-04 22:00:00+00:00,52753.0,61850.0,61347.0,0.0,6433.14,0.0,8594.0
2022-01-04 23:00:00+00:00,53100.0,60500.0,61347.0,0.0,8632.65,0.0,8247.0
2022-01-05 00:00:00+00:00,49838.0,57800.0,57537.0,0.0,8649.66,0.0,7699.0
2022-01-05 01:00:00+00:00,49771.0,57200.0,56881.0,0.0,8177.57,0.0,7110.0
2022-01-05 02:00:00+00:00,48217.0,54650.0,55196.0,0.0,7705.65,0.0,6979.0
2022-01-05 03:00:00+00:00,48252.0,53850.0,55205.0,0.0,7232.81,0.0,6953.0
2022-01-05 04:00:00+00:00,51385.0,56000.0,57827.0,0.0,6982.63,0.0,6442.0
2022-01-05 05:00:00+00:00,56905.0,61000.0,63264.0,0.0,6732.03,0.0,6359.0
2022-01-05 06:00:00+00:00,62584.0,67950.0,68843.0,0.0,6481.32,0.0,6259.0
2022-01-05 07:00:00+00:00,66523.0,72200.0,72636.0,0.0,6265.66,242.0,5871.0
2022-01-05 08:00:00+00:00,67266.0,72750.0,73704.0,251.96,6049.95,883.0,5555.0
2022-01-05 09:00:00+00:00,66030.0,72800.0,73392.0,1530.14,5834.0,2353.0,5009.0
2022-01-05 10:00:00+00:00,65158.0,72600.0,73365.0,3000.42,5914.73,3542.0,4665.0
2022-01-05 11:00:00+00:00,64725.0,72650.0,73803.0,3853.02,5994.67,4203.0,4875.0
2022-01-05 12:00:00+00:00,62397.0,72500.0,71596.0,4055.98,6074.91,4165.0,5034.0
2022-01-05 13:00:00+00:00,61367.0,70850.0,69745.0,3639.99,5656.94,3550.0,4828.0
2022-01-05 14:00:00+00:00,61662.0,68250.0,68334.0,2521.59,5239.47,2157.0,4515.0
2022-01-05 15:00:00+00:00,63732.0,67450.0,68409.0,1013.9,4823.09,795.0,3882.0
2022-01-05 16:00:00+00:00,68493.0,69750.0,72157.0,69.42,4770.87,218.0,3446.0
2022-01-05 17:00:00+00:00,73040.0,74550.0,76560.0,0.0,4718.7,0.0,3520.0
2022-01-05 18:00:00+00:00,73274.0,76400.0,76950.0,0.0,4666.11,0.0,3676.0
2022-01-05 19:00:00+00:00,69053.0,72800.0,72830.0,0.0,4706.75,0.0,3777.0
2022-01-05 20:00:00+00:00,65069.0,68500.0,68911.0,0.0,4747.75,0.0,3842.0
2022-01-05 21:00:00+00:00,64473.0,66550.0,68390.0,0.0,4788.03,0.0,3917.0
2022-01-05 22:00:00+00:00,64736.0,69350.0,68567.0,0.0,4670.15,0.0,3831.0
2022-01-05 23:00:00+00:00,62590.0,66700.0,66155.0,0.0,3969.18,0.0,3565.0
2022-01-06 00:00:00+00:00,61132.0,64400.0,64494.0,0.0,3912.77,0.0,3362.0
2022-01-06 01:00:00+00:00,60591.0,63850.0,63698.0,0.0,3564.29,0.0,3107.0
2022-01-06 02:00:00+00:00,59082.0,61550.0,61812.0,0.0,3215.86,0.0,2730.0
2022-01-06 03:00:00+00:00,58837.0,60550.0,61351.0,0.0,2869.17,0.0,2514.0
2022-01-06 04:00:00+00:00,61967.0,62350.0,64180.0,0.0,2656.72,0.0,2213.0
2022-01-06 05:00:00+00:00,67845.0,67600.0,69843.0,0.0,2443.93,0.0,1998.0
2022-01-06 06:00:00+00:00,74378.0,74800.0,76280.0,0.0,2231.77,0.0,1902.0
2022-01-06 07:00:00+00:00,77490.0,78400.0,79639.0,0.0,2153.61,246.0,1903.0
2022-01-06 08:00:00+00:00,76921.0,78900.0,79918.0,277.16,2078.12,1032.0,1965.0
2022-01-06 09:00:00+00:00,73844.0,78450.0,78643.0,1647.62,2006.34,2782.0,2017.0
2022-01-06 10:00:00+00:00,71248.0,78250.0,77539.0,3221.63,2244.66,4199.0,2092.0
2022-01-06 11:00:00+00:00,70277.0,77700.0,77362.0,4144.64,2487.09,4960.0,2125.0
2022-01-06 12:00:00+00:00,67620.0,76900.0,74889.0,4441.73,2730.92,4894.0,2375.0
2022-01-06 13:00:00+00:00,65580.0,74550.0,72313.0,3997.33,2899.74,4051.0,2682.0
2022-01-06 14:00:00+00:00,65293.0,72050.0,70813.0,2791.39,3069.13,2593.0,2927.0
2022-01-06 15:00:00+00:00,66786.0,70800.0,70773.0,1144.02,3239.93,900.0,3087.0
2022-01-06 16:00:00+00:00,70341.0,72700.0,74194.0,78.64,3743.49,219.0,3634.0
2022-01-06 17:00:00+00:00,73625.0,77600.0,78321.0,0.0,4246.32,0.0,4696.0
2022-01-06 18:00:00+00:00,72676.0,79700.0,78421.0,0.0,4748.96,0.0,5745.0
2022-01-06 19:00:00+00:00,68126.0,75750.0,74448.0,0.0,5015.18,0.0,6322.0
2022-01-06 20:00:00+00:00,63740.0,71300.0,70584.0,0.0,5282.31,0.0,6844.0
2022-01-06 21:00:00+00:00,62535.0,69250.0,69909.0,0.0,5548.36,0.0,7374.0
2022-01-06 22:00:00+00:00,61853.0,71800.0,69842.0,0.0,5803.69,0.0,7989.0
2022-01-06 23:00:00+00:00,61460.0,69200.0,69842.0,0.0,7118.18,0.0,8382.0
2022-01-07 00:00:00+00:00,57192.0,66500.0,65774.0,0.0,7443.25,0.0,8582.0
2022-01-07 01:00:00+00:00,56174.0,65750.0,64790.0,0.0,7378.25,0.0,8616.0
2022-01-07 02:00:00+00:00,53955.0,63100.0,62673.0,0.0,7313.8,0.0,8718.0
2022-01-07 03:00:00+00:00,53304.0,62000.0,61949.0,0.0,7249.85,0.0,8645.0
2022-01-07 04:00:00+00:00,55733.0,63750.0,64283.0,0.0,7242.1,0.0,8550.0
2022-01-07 05:00:00+00:00,61391.0,68550.0,69610.0,0.0,7233.34,0.0,8219.0
2022-01-07 06:00:00+00:00,67018.0,75250.0,75280.0,0.0,7224.5,0.0,8262.0
2022-01-07 07:00:00+00:00,69748.0,79100.0,78236.0,0.0,7201.5,254.0,8234.0
2022-01-07 08:00:00+00:00,69471.0,79400.0,78539.0,251.81,7179.13,800.0,8268.0
2022-01-07 09:00:00+00:00,67670.0,78550.0,77861.0,1281.59,7155.99,1965.0,8226.0
2022-01-07 10:00:00+00:00,66189.0,77350.0,77336.0,2377.76,7357.02,2981.0,8166.0
2022-01-07 11:00:00+00:00,65160.0,77250.0,76810.0,3050.51,7558.57,3388.0,8262.0
2022-01-07 12:00:00+00:00,62016.0,76600.0,74619.0,3178.05,7760.48,3397.0,9206.0
2022-01-07 13:00:00+00:00,59549.0,73750.0,72251.0,2764.65,7576.5,2967.0,9735.0
2022-01-07 14:00:00+00:00,59507.0,71350.0,70664.0,1992.43,7392.59,1861.0,9296.0
2022-01-07 15:00:00+00:00,60899.0,69700.0,70451.0,847.67,7209.28,733.0,8819.0
2022-01-07 16:00:00+00:00,63938.0,71450.0,73153.0,54.59,7284.53,225.0,8990.0
2022-01-07 17:00:00+00:00,66730.0,75500.0,75763.0,0.0,7359.3,0.0,9033.0
2022-01-07 18:00:00+00:00,66842.0,76300.0,75363.0,0.0,7433.53,0.0,8521.0
2022-01-07 19:00:00+00:00,63423.0,73050.0,71949.0,0.0,7442.77,0.0,8526.0
2022-01-07 20:00:00+00:00,59680.0,68900.0,68122.0,0.0,7452.75,0.0,8442.0
2022-01-07 21:00:00+00:00,58989.0,67250.0,67624.0,0.0,7462.39,0.0,8635.0
2022-01-07 22:00:00+00:00,58933.0,70100.0,67739.0,0.0,7392.17,0.0,8806.0
2022-01-07 23:00:00+00:00,58755.0,67100.0,67739.0,0.0,8312.37,0.0,8984.0
2022-01-08 00:00:00+00:00,53613.0,64100.0,62463.0,0.0,7973.46,0.0,8850.0
2022-01-08 01:00:00+00:00,53555.0,62850.0,61137.0,0.0,7424.36,0.0,7582.0
2022-01-08 02:00:00+00:00,52638.0,59650.0,58732.0,0.0,6877.35,0.0,6094.0
2022-01-08 03:00:00+00:00,52112.0,57850.0,57426.0,0.0,6330.68,0.0,5314.0
2022-01-08 04:00:00+00:00,53222.0,58200.0,58189.0,0.0,6114.21,0.0,4967.0
2022-01-08 05:00:00+00:00,54570.0,59900.0,59749.0,0.0,5898.48,0.0,5179.0
2022-01-08 06:00:00+00:00,55591.0,62700.0,61420.0,0.0,5682.94,0.0,5829.0
2022-01-08 07:00:00+00:00,56802.0,65550.0,63657.0,0.0,6493.6,249.0,6606.0
2022-01-08 08:00:00+00:00,57158.0,67850.0,65489.0,221.37,7303.88,719.0,7612.0
2022-01-08 09:00:00+00:00,56291.0,68900.0,66392.0,1161.24,8113.53,1641.0,8460.0
2022-01-08 10:00:00+00:00,55113.0,68850.0,67215.0,2107.69,9903.96,2285.0,9817.0
2022-01-08 11:00:00+00:00,55163.0,69550.0,69254.0,2669.88,11695.1,2717.0,11374.0
2022-01-08 12:00:00+00:00,52535.0,69500.0,67656.0,2768.83,13486.11,2639.0,12482.0
2022-01-08 13:00:00+00:00,49902.0,66600.0,64806.0,2408.99,14071.96,1993.0,12911.0
2022-01-08 14:00:00+00:00,48756.0,63450.0,63011.0,1741.87,14656.96,1172.0,13083.0
2022-01-08 15:00:00+00:00,48866.0,62150.0,62661.0,744.13,15239.23,504.0,13291.0
2022-01-08 16:00:00+00:00,51329.0,63350.0,64861.0,56.68,15325.67,214.0,13318.0
2022-01-08 17:00:00+00:00,54487.0,66950.0,67860.0,0.0,15408.38,0.0,13373.0
2022-01-08 18:00:00+00:00,55105.0,68350.0,68362.0,0.0,15490.09,0.0,13257.0
2022-01-08 19:00:00+00:00,52108.0,65700.0,65616.0,0.0,15280.02,0.0,13508.0
2022-01-08 20:00:00+00:00,49460.0,62450.0,62896.0,0.0,15067.64,0.0,13436.0
2022-01-08 21:00:00+00:00,50123.0,61450.0,63295.0,0.0,14860.17,0.0,13172.0
2022-01-08 22:00:00+00:00,50788.0,64650.0,63823.0,0.0,14377.92,0.0,13035.0
2022-01-08 23:00:00+00:00,50766.0,61450.0,63823.0,0.0,14185.56,0.0,13057.0
2022-01-09 00:00:00+00:00,46531.0,58850.0,59470.0,0.0,14084.17,0.0,12939.0
2022-01-09 01:00:00+00:00,45579.0,57700.0,58084.0,0.0,13174.18,0.0,12505.0
2022-01-09 02:00:00+00:00,43515.0,54650.0,55477.0,0.0,12262.38,0.0,11962.0
2022-01-09 03:00:00+00:00,42932.0,52950.0,54196.0,0.0,11351.2,0.0,11264.0
2022-01-09 04:00:00+00:00,44366.0,52950.0,54556.0,0.0,10660.3,0.0,10190.0
2022-01-09 05:00:00+00:00,46293.0,53800.0,55415.0,0.0,9967.13,0.0,9122.0
2022-01-09 06:00:00+00:00,48298.0,54950.0,56799.0,0.0,9272.08,0.0,8501.0
2022-01-09 07:00:00+00:00,50248.0,56700.0,58451.0,0.0,8744.34,240.0,7963.0
2022-01-09 08:00:00+00:00,53322.0,59150.0,60980.0,203.48,8217.32,620.0,7038.0
2022-01-09 09:00:00+00:00,55884.0,62250.0,63340.0,1112.56,7690.94,1205.0,6251.0
2022-01-09 10:00:00+00:00,57932.0,63950.0,65271.0,2074.49,7457.2,1848.0,5491.0
2022-01-09 11:00:00+00:00,61026.0,65900.0,68117.0,2673.46,7223.26,2014.0,5077.0
2022-01-09 12:00:00+00:00,59455.0,66000.0,65990.0,2764.45,6988.13,1812.0,4723.0
2022-01-09 13:00:00+00:00,57312.0,62500.0,62781.0,2445.95,6541.53,1306.0,4163.0
2022-01-09 14:00:00+00:00,56969.0,59850.0,61160.0,1686.37,6094.94,758.0,3433.0
2022-01-09 15:00:00+00:00,57901.0,59500.0,61148.0,662.12,5650.37,331.0,2916.0
2022-01-09 16:00:00+00:00,61021.0,61150.0,63801.0,46.34,5401.34,193.0,2587.0
2022-01-09 17:00:00+00:00,65315.0,66000.0,67747.0,0.0,5151.96,0.0,2432.0
2022-01-09 18:00:00+00:00,66846.0,68250.0,69068.0,0.0,4901.89,0.0,2222.0
2022-01-09 19:00:00+00:00,64778.0,65900.0,66794.0,0.0,4519.52,0.0,2016.0
2022-01-09 20:00:00+00:00,62314.0,62750.0,64122.0,0.0,4137.38,0.0,1808.0
2022-01-09 21:00:00+00:00,62562.0,60750.0,64125.0,0.0,3762.05,0.0,1563.0
2022-01-09 22:00:00+00:00,63179.0,63600.0,64574.0,0.0,3675.44,0.0,1395.0
2022-01-09 23:00:00+00:00,63242.0,62300.0,64574.0,0.0,1615.64,0.0,1332.0
2022-01-10 00:00:00+00:00,59665.0,59300.0,60964.0,0.0,1396.66,0.0,1299.0
2022-01-10 01:00:00+00:00,58543.0,58700.0,59788.0,0.0,1311.41,0.0,1245.0
2022-01-10 02:00:00+00:00,56416.0,56250.0,57597.0,0.0,1227.74,0.0,1181.0
2022-01-10 03:00:00+00:00,56018.0,55350.0,57190.0,0.0,1156.54,0.0,1172.0
2022-01-10 04:00:00+00:00,58884.0,57450.0,60137.0,0.0,1192.88,0.0,1253.0
2022-01-10 05:00:00+00:00,64235.0,62700.0,65549.0,0.0,1236.88,0.0,1314.0
2022-01-10 06:00:00+00:00,69884.0,69500.0,71279.0,0.0,1287.51,0.0,1395.0
2022-01-10 07:00:00+00:00,72391.0,73400.0,74105.0,0.0,1375.96,237.0,1477.0
2022-01-10 08:00:00+00:00,72718.0,74400.0,74875.0,217.87,1471.41,593.0,1564.0
2022-01-10 09:00:00+00:00,72199.0,74700.0,74875.0,1113.53,1569.32,1099.0,1577.0
2022-01-10 10:00:00+00:00,,74750.0,,2047.79,1596.1,1914.0,1545.0
2022-01-10 11:00:00+00:00,,74950.0,,2655.8,1625.93,2251.0,1488.0
2022-01-10 12:00:00+00:00,,74650.0,,2842.24,1657.92,2278.0,1488.0
2022-01-10 13:00:00+00:00,,72650.0,,2495.76,1748.97,1982.0,1522.0
2022-01-10 14:00:00+00:00,,70400.0,,1822.45,1842.71,1216.0,1572.0
2022-01-10 15:00:00+00:00,,69600.0,,773.49,1938.26,549.0,1689.0
2022-01-10 16:00:00+00:00,70047.0,71500.0,72060.0,55.43,2144.68,231.0,1782.0
2022-01-10 17:00:00+00:00,75072.0,75750.0,77164.0,0.0,2351.55,0.0,2092.0
2022-01-10 18:00:00+00:00,75126.0,77400.0,77349.0,0.0,2556.37,0.0,2223.0
2022-01-10 19:00:00+00:00,70616.0,73300.0,73015.0,0.0,2654.77,0.0,2399.0
2022-01-10 20:00:00+00:00,66495.0,69100.0,68942.0,0.0,2753.66,0.0,2447.0
2022-01-10 21:00:00+00:00,66131.0,66450.0,68661.0,0.0,2851.64,0.0,2530.0
2022-01-10 22:00:00+00:00,66101.0,69350.0,68705.0,0.0,2911.76,0.0,2604.0
2022-01-10 23:00:00+00:00,66049.0,67850.0,68705.0,0.0,2663.4,0.0,2656.0
2022-01-11 00:00:00+00:00,61677.0,65550.0,64353.0,0.0,2686.93,0.0,2676.0
2022-01-11 01:00:00+00:00,60955.0,65050.0,63466.0,0.0,2580.57,0.0,2511.0
2022-01-11 02:00:00+00:00,59028.0,63000.0,61465.0,0.0,2473.78,0.0,2437.0
2022-01-11 03:00:00+00:00,58468.0,62150.0,60982.0,0.0,2366.94,0.0,2514.0
2022-01-11 04:00:00+00:00,61012.0,63900.0,63615.0,0.0,2497.64,0.0,2603.0
2022-01-11 05:00:00+00:00,66399.0,68800.0,69110.0,0.0,2627.31,0.0,2711.0
2022-01-11 06:00:00+00:00,72740.0,75650.0,75489.0,0.0,2756.69,0.0,2749.0
2022-01-11 07:00:00+00:00,75617.0,79550.0,78638.0,0.0,2821.6,262.0,2759.0
2022-01-11 08:00:00+00:00,75353.0,79800.0,79054.0,338.25,2887.41,1017.0,2684.0
2022-01-11 09:00:00+00:00,73959.0,78750.0,78958.0,1781.23,2953.16,2579.0,2420.0
2022-01-11 10:00:00+00:00,72787.0,78100.0,78784.0,3421.03,2844.93,3868.0,2129.0
2022-01-11 11:00:00+00:00,72014.0,78450.0,78621.0,4510.37,2736.73,4620.0,1987.0
2022-01-11 12:00:00+00:00,69591.0,78050.0,76347.0,4846.63,2628.66,4851.0,1905.0
2022-01-11 13:00:00+00:00,67189.0,74650.0,73558.0,4359.44,2512.34,4411.0,1958.0
2022-01-11 14:00:00+00:00,66664.0,71900.0,71683.0,3085.69,2396.07,3045.0,1974.0
2022-01-11 15:00:00+00:00,68000.0,71050.0,71332.0,1307.8,2280.66,1231.0,2101.0
2022-01-11 16:00:00+00:00,72029.0,72600.0,74629.0,106.24,2347.72,257.0,2343.0
2022-01-11 17:00:00+00:00,76846.0,78300.0,79414.0,0.0,2414.66,0.0,2568.0
2022-01-11 18:00:00+00:00,77281.0,81100.0,79978.0,0.0,2480.63,0.0,2697.0
2022-01-11 19:00:00+00:00,73602.0,77200.0,76106.0,0.0,2378.03,0.0,2504.0
2022-01-11 20:00:00+00:00,69888.0,73300.0,72233.0,0.0,2276.04,0.0,2345.0
2022-01-11 21:00:00+00:00,69650.0,71350.0,71844.0,0.0,2173.7,0.0,2194.0
2022-01-11 22:00:00+00:00,69757.0,73450.0,71915.0,0.0,2105.85,0.0,2158.0
2022-01-11 23:00:00+00:00,69748.0,69900.0,71915.0,0.0,2407.2,0.0,2167.0
2022-01-12 00:00:00+00:00,65663.0,67550.0,67935.0,0.0,2427.5,0.0,2272.0
2022-01-12 01:00:00+00:00,64598.0,67350.0,66977.0,0.0,2296.14,0.0,2379.0
2022-01-12 02:00:00+00:00,62680.0,64650.0,65072.0,0.0,2164.45,0.0,2392.0
2022-01-12 03:00:00+00:00,62521.0,63700.0,64866.0,0.0,2033.88,0.0,2345.0
2022-01-12 04:00:00+00:00,65124.0,65450.0,67516.0,0.0,2155.73,0.0,2392.0
2022-01-12 05:00:00+00:00,70038.0,70050.0,72431.0,0.0,2277.14,0.0,2393.0
2022-01-12 06:00:00+00:00,75503.0,76350.0,77883.0,0.0,2398.88,0.0,2380.0
2022-01-12 07:00:00+00:00,78948.0,80300.0,81562.0,0.0,2292.15,257.0,2357.0
2022-01-12 08:00:00+00:00,,81050.0,,368.13,2186.9,1060.0,2389.0
2022-01-12 09:00:00+00:00,76930.0,80850.0,81828.0,1927.54,2081.24,2677.0,2221.0
2022-01-12 10:00:00+00:00,75431.0,80650.0,81361.0,3610.97,2070.28,4035.0,1895.0
2022-01-12 11:00:00+00:00,74734.0,80600.0,81258.0,4677.01,2060.97,4640.0,1884.0
2022-01-12 12:00:00+00:00,71974.0,79400.0,78607.0,4959.56,2052.04,4759.0,1874.0
