,net_load,DA_load,actual_load,DA_solar,DA_wind,actual_solar,actual_wind,net_load_24,net_load_25,net_load_26,DA_renewable,DA_renewable_1,DA_renewable_2,DA_renewable_3,DA_load_1,DA_load_2,DA_load_3,hour_sin,hour_cos
2024-01-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,0.0,1.0
2024-01-01 01:00:00+00:00,36625.0,51850.0,50992.0,0.0,14601.58,0.0,14367.0,,,,14601.58,,,,,,,0.25881904510252074,0.9659258262890683
2024-01-01 02:00:00+00:00,34794.0,49250.0,48187.0,0.0,14179.37,0.0,13393.0,,,,14179.37,14601.58,,,51850.0,,,0.49999999999999994,0.8660254037844387
2024-01-01 03:00:00+00:00,37872.0,47050.0,46479.0,0.0,13754.28,0.0,8607.0,,,,13754.28,14179.37,14601.58,,49250.0,51850.0,,0.7071067811865476,0.7071067811865476
2024-01-01 04:00:00+00:00,38037.0,46150.0,46285.0,0.0,13076.23,0.0,8248.0,,,,13076.23,13754.28,14179.37,14601.58,47050.0,49250.0,51850.0,0.8660254037844386,0.5000000000000001
2024-01-01 05:00:00+00:00,38546.0,45500.0,46633.0,0.0,12397.88,0.0,8087.0,,,,12397.88,13076.23,13754.28,14179.37,46150.0,47050.0,49250.0,0.9659258262890683,0.25881904510252074
2024-01-01 06:00:00+00:00,39122.0,45100.0,46820.0,0.0,11718.27,0.0,7698.0,,,,11718.27,12397.88,13076.23,13754.28,45500.0,46150.0,47050.0,1.0,6.123233995736766e-17
2024-01-01 07:00:00+00:00,39124.0,45300.0,46877.0,0.0,11301.4,246.0,7507.0,,,,11301.4,11718.27,12397.88,13076.23,45100.0,45500.0,46150.0,0.9659258262890683,-0.25881904510252063
2024-01-01 08:00:00+00:00,36469.0,45650.0,47690.0,239.11,10884.33,318.0,10903.0,,,,11123.44,11301.4,11718.27,12397.88,45300.0,45100.0,45500.0,0.8660254037844387,-0.4999999999999998
2024-01-01 09:00:00+00:00,37290.0,47850.0,49158.0,1469.18,10467.5,933.0,10935.0,,,,11936.68,11123.44,11301.4,11718.27,45650.0,45300.0,45100.0,0.7071067811865476,-0.7071067811865475
2024-01-01 10:00:00+00:00,37407.0,50550.0,50275.0,2915.24,10731.84,2454.0,10414.0,,,,13647.08,11936.68,11123.44,11301.4,47850.0,45650.0,45300.0,0.49999999999999994,-0.8660254037844387
2024-01-01 11:00:00+00:00,36826.0,51300.0,50897.0,3926.07,10996.21,4021.0,10050.0,,,,14922.279999999999,13647.08,11936.68,11123.44,50550.0,47850.0,45650.0,0.258819045102521,-0.9659258262890682
2024-01-01 12:00:00+00:00,34264.0,50000.0,49197.0,4156.47,11258.48,4883.0,10050.0,,,,15414.95,14922.279999999999,13647.08,11936.68,51300.0,50550.0,47850.0,1.2246467991473532e-16,-1.0
2024-01-01 13:00:00+00:00,33670.0,48900.0,48355.0,3755.11,10912.25,4926.0,9759.0,,,,14667.36,15414.95,14922.279999999999,13647.08,50000.0,51300.0,50550.0,-0.2588190451025208,-0.9659258262890683
2024-01-01 14:00:00+00:00,34473.0,47900.0,47879.0,2747.35,10565.58,4188.0,9218.0,,,,13312.93,14667.36,15414.95,14922.279999999999,48900.0,50000.0,51300.0,-0.4999999999999997,-0.8660254037844388
2024-01-01 15:00:00+00:00,36324.0,47200.0,47633.0,1099.32,10220.16,2703.0,8606.0,,,,11319.48,13312.93,14667.36,15414.95,47900.0,48900.0,50000.0,-0.7071067811865471,-0.7071067811865479
2024-01-01 16:00:00+00:00,41091.0,49300.0,50761.0,65.73,11003.75,971.0,8699.0,,,,11069.48,11319.48,13312.93,14667.36,47200.0,47900.0,48900.0,-0.8660254037844385,-0.5000000000000004
2024-01-01 17:00:00+00:00,43823.0,52300.0,53965.0,0.0,11789.53,257.0,9885.0,,,,11789.53,11069.48,11319.48,13312.93,49300.0,47200.0,47900.0,-0.9659258262890683,-0.25881904510252063
2024-01-01 18:00:00+00:00,43168.0,53900.0,54973.0,0.0,12576.34,0.0,11805.0,,,,12576.34,11789.53,11069.48,11319.48,52300.0,49300.0,47200.0,-1.0,-1.8369701987210297e-16
2024-01-01 19:00:00+00:00,40103.0,52550.0,53641.0,0.0,13901.83,0.0,13538.0,,,,13901.83,12576.34,11789.53,11069.48,53900.0,52300.0,49300.0,-0.9659258262890684,0.2588190451025203
2024-01-01 20:00:00+00:00,37347.0,51150.0,52244.0,0.0,15226.92,0.0,14897.0,,,,15226.92,13901.83,12576.34,11789.53,52550.0,53900.0,52300.0,-0.8660254037844386,0.5000000000000001
2024-01-01 21:00:00+00:00,37237.0,50850.0,53034.0,0.0,16551.739999999998,0.0,15797.0,,,,16551.739999999998,15226.92,13901.83,12576.34,51150.0,52550.0,53900.0,-0.7071067811865477,0.7071067811865474
2024-01-01 22:00:00+00:00,37123.0,52750.0,53157.0,0.0,17121.7,0.0,16034.0,,,,17121.7,16551.739999999998,15226.92,13901.83,50850.0,51150.0,52550.0,-0.5000000000000004,0.8660254037844384
2024-01-01 23:00:00+00:00,34552.0,49600.0,50832.0,0.0,17223.7,0.0,16280.0,,,,17223.7,17121.7,16551.739999999998,15226.92,52750.0,50850.0,51150.0,-0.25881904510252157,0.9659258262890681
2024-01-02 00:00:00+00:00,32735.0,47650.0,49234.0,0.0,17895.43,0.0,16499.0,,,,17895.43,17223.7,17121.7,16551.739999999998,49600.0,52750.0,50850.0,0.0,1.0
2024-01-02 01:00:00+00:00,31681.0,47500.0,48397.0,0.0,18169.73,0.0,16716.0,36625.0,,,18169.73,17895.43,17223.7,17121.7,47650.0,49600.0,52750.0,0.25881904510252074,0.9659258262890683
2024-01-02 02:00:00+00:00,29518.0,45500.0,46148.0,0.0,18437.93,0.0,16630.0,34794.0,36625.0,,18437.93,18169.73,17895.43,17223.7,47500.0,47650.0,49600.0,0.49999999999999994,0.8660254037844387
2024-01-02 03:00:00+00:00,28755.0,44200.0,45319.0,0.0,18702.18,0.0,16564.0,37872.0,34794.0,36625.0,18702.18,18437.93,18169.73,17895.43,45500.0,47500.0,47650.0,0.7071067811865476,0.7071067811865476
2024-01-02 04:00:00+00:00,30458.0,44550.0,46963.0,0.0,18720.81,0.0,16505.0,38037.0,37872.0,34794.0,18720.81,18702.18,18437.93,18169.73,44200.0,45500.0,47500.0,0.8660254037844386,0.5000000000000001
2024-01-02 05:00:00+00:00,33877.0,47150.0,50314.0,0.0,18738.83,0.0,16437.0,38546.0,38037.0,37872.0,18738.83,18720.81,18702.18,18437.93,44550.0,44200.0,45500.0,0.9659258262890683,0.25881904510252074
2024-01-02 06:00:00+00:00,37205.0,50550.0,53487.0,0.0,18753.95,0.0,16282.0,39122.0,38546.0,38037.0,18753.95,18738.83,18720.81,18702.18,47150.0,44550.0,44200.0,1.0,6.123233995736766e-17
2024-01-02 07:00:00+00:00,39338.0,52950.0,55847.0,0.0,18801.82,232.0,16277.0,39124.0,39122.0,38546.0,18801.82,18753.95,18738.83,18720.81,50550.0,47150.0,44550.0,0.9659258262890683,-0.25881904510252063
2024-01-02 08:00:00+00:00,41091.0,54550.0,57652.0,230.13,18849.35,281.0,16280.0,36469.0,39124.0,39122.0,19079.48,18801.82,18753.95,18738.83,52950.0,50550.0,47150.0,0.8660254037844387,-0.4999999999999998
2024-01-02 09:00:00+00:00,42048.0,56400.0,59159.0,1385.65,18898.45,611.0,16500.0,37290.0,36469.0,39124.0,20284.100000000002,19079.48,18801.82,18753.95,54550.0,52950.0,50550.0,0.7071067811865476,-0.7071067811865475
2024-01-02 10:00:00+00:00,42368.0,57750.0,60575.0,2955.97,19154.86,1346.0,16861.0,37407.0,37290.0,36469.0,22110.83,20284.100000000002,19079.48,18801.82,56400.0,54550.0,52950.0,0.49999999999999994,-0.8660254037844387
2024-01-02 11:00:00+00:00,42432.0,59400.0,61433.0,4109.65,19409.83,1971.0,17030.0,36826.0,37407.0,37290.0,23519.480000000003,22110.83,20284.100000000002,19079.48,57750.0,56400.0,54550.0,0.258819045102521,-0.9659258262890682
2024-01-02 12:00:00+00:00,40792.0,57750.0,60080.0,4305.35,19663.1,2175.0,17113.0,34264.0,36826.0,37407.0,23968.449999999997,23519.480000000003,22110.83,20284.100000000002,59400.0,57750.0,56400.0,1.2246467991473532e-16,-1.0
2024-01-02 13:00:00+00:00,40300.0,56550.0,59888.0,3644.94,19726.06,2242.0,17346.0,33670.0,34264.0,36826.0,23371.0,23968.449999999997,23519.480000000003,22110.83,57750.0,59400.0,57750.0,-0.2588190451025208,-0.9659258262890683
2024-01-02 14:00:00+00:00,39587.0,55250.0,58747.0,2442.83,19781.68,1832.0,17328.0,34473.0,33670.0,34264.0,22224.510000000002,23371.0,23968.449999999997,23519.480000000003,56550.0,57750.0,59400.0,-0.4999999999999997,-0.8660254037844388
2024-01-02 15:00:00+00:00,39136.0,54100.0,57433.0,941.79,19837.25,1063.0,17234.0,36324.0,34473.0,33670.0,20779.04,22224.510000000002,23371.0,23968.449999999997,55250.0,56550.0,57750.0,-0.7071067811865471,-0.7071067811865479
2024-01-02 16:00:00+00:00,41154.0,55500.0,58778.0,48.78,19522.57,484.0,17140.0,41091.0,36324.0,34473.0,19571.35,20779.04,22224.510000000002,23371.0,54100.0,55250.0,56550.0,-0.8660254037844385,-0.5000000000000004
2024-01-02 17:00:00+00:00,43961.0,58050.0,61040.0,0.0,19209.02,236.0,16843.0,43823.0,41091.0,36324.0,19209.02,19571.35,20779.04,22224.510000000002,55500.0,54100.0,55250.0,-0.9659258262890683,-0.25881904510252063
2024-01-02 18:00:00+00:00,44454.0,59000.0,61209.0,0.0,18895.93,0.0,16755.0,43168.0,43823.0,41091.0,18895.93,19209.02,19571.35,20779.04,58050.0,55500.0,54100.0,-1.0,-1.8369701987210297e-16
2024-01-02 19:00:00+00:00,41528.0,56350.0,58059.0,0.0,18418.72,0.0,16531.0,40103.0,43168.0,43823.0,18418.72,18895.93,19209.02,19571.35,59000.0,58050.0,55500.0,-0.9659258262890684,0.2588190451025203
2024-01-02 20:00:00+00:00,38337.0,53500.0,55019.0,0.0,17939.8,0.0,16682.0,37347.0,40103.0,43168.0,17939.8,18418.72,18895.93,19209.02,56350.0,59000.0,58050.0,-0.8660254037844386,0.5000000000000001
2024-01-02 21:00:00+00:00,38103.0,52100.0,54961.0,0.0,17461.07,0.0,16858.0,37237.0,37347.0,40103.0,17461.07,17939.8,18418.72,18895.93,53500.0,56350.0,59000.0,-0.7071067811865477,0.7071067811865474
2024-01-02 22:00:00+00:00,37985.0,53050.0,54616.0,0.0,17459.62,0.0,16631.0,37123.0,37237.0,37347.0,17459.62,17461.07,17939.8,18418.72,52100.0,53500.0,56350.0,-0.5000000000000004,0.8660254037844384
2024-01-02 23:00:00+00:00,35366.0,52500.0,52058.0,0.0,18113.38,0.0,16692.0,34552.0,37123.0,37237.0,18113.38,17459.62,17461.07,17939.8,53050.0,52100.0,53500.0,-0.25881904510252157,0.9659258262890681
2024-01-03 00:00:00+00:00,33761.0,50100.0,50384.0,0.0,18048.76,0.0,16623.0,32735.0,34552.0,37123.0,18048.76,18113.38,17459.62,17461.07,52500.0,53050.0,52100.0,0.0,1.0
2024-01-03 01:00:00+00:00,33841.0,49550.0,49378.0,0.0,17946.45,0.0,15537.0,31681.0,32735.0,34552.0,17946.45,18048.76,18113.38,17459.62,50100.0,52500.0,53050.0,0.25881904510252074,0.9659258262890683
2024-01-03 02:00:00+00:00,36915.0,47050.0,47164.0,0.0,17833.67,0.0,10249.0,29518.0,31681.0,32735.0,17833.67,17946.45,18048.76,18113.38,49550.0,50100.0,52500.0,0.49999999999999994,0.8660254037844387
2024-01-03 03:00:00+00:00,36144.0,45850.0,46297.0,0.0,17715.89,0.0,10153.0,28755.0,29518.0,31681.0,17715.89,17833.67,17946.45,18048.76,47050.0,49550.0,50100.0,0.7071067811865476,0.7071067811865476
2024-01-03 04:00:00+00:00,37914.0,47150.0,47997.0,0.0,17823.85,0.0,10083.0,30458.0,28755.0,29518.0,17823.85,17715.89,17833.67,17946.45,45850.0,47050.0,49550.0,0.8660254037844386,0.5000000000000001
2024-01-03 05:00:00+00:00,36880.0,50600.0,52066.0,0.0,17930.48,0.0,15186.0,33877.0,30458.0,28755.0,17930.48,17823.85,17715.89,17833.67,47150.0,45850.0,47050.0,0.9659258262890683,0.25881904510252074
2024-01-03 06:00:00+00:00,39337.0,54300.0,55581.0,0.0,18033.02,0.0,16244.0,37205.0,33877.0,30458.0,18033.02,17930.48,17823.85,17715.89,50600.0,47150.0,45850.0,1.0,6.123233995736766e-17
2024-01-03 07:00:00+00:00,41563.0,57800.0,58221.0,0.0,18254.73,240.0,16418.0,39338.0,37205.0,33877.0,18254.73,18033.02,17930.48,17823.85,54300.0,50600.0,47150.0,0.9659258262890683,-0.25881904510252063
2024-01-03 08:00:00+00:00,42600.0,59150.0,59455.0,307.11,18475.91,317.0,16538.0,41091.0,39338.0,37205.0,18783.02,18254.73,18033.02,17930.48,57800.0,54300.0,50600.0,0.8660254037844387,-0.4999999999999998
2024-01-03 09:00:00+00:00,42893.0,60400.0,60022.0,1847.39,18698.77,871.0,16258.0,42048.0,41091.0,39338.0,20546.16,18783.02,18254.73,18033.02,59150.0,57800.0,54300.0,0.7071067811865476,-0.7071067811865475
2024-01-03 10:00:00+00:00,42638.0,60850.0,60811.0,3423.4,18953.67,1994.0,16179.0,42368.0,42048.0,41091.0,22377.07,20546.16,18783.02,18254.73,60400.0,59150.0,57800.0,0.49999999999999994,-0.8660254037844387
2024-01-03 11:00:00+00:00,41476.0,61500.0,60735.0,4235.44,19206.63,2900.0,16359.0,42432.0,42368.0,42048.0,23442.07,22377.07,20546.16,18783.02,60850.0,60400.0,59150.0,0.258819045102521,-0.9659258262890682
2024-01-03 12:00:00+00:00,38840.0,59750.0,59067.0,4461.87,19456.05,3510.0,16717.0,40792.0,42432.0,42368.0,23917.92,23442.07,22377.07,20546.16,61500.0,60850.0,60400.0,1.2246467991473532e-16,-1.0
2024-01-03 13:00:00+00:00,38599.0,58450.0,58893.0,3879.82,19444.24,3519.0,16775.0,40300.0,40792.0,42432.0,23324.06,23917.92,23442.07,22377.07,59750.0,61500.0,60850.0,-0.2588190451025208,-0.9659258262890683
2024-01-03 14:00:00+00:00,37955.0,57600.0,57683.0,2627.2,19431.45,2984.0,16744.0,39587.0,40300.0,40792.0,22058.65,23324.06,23917.92,23442.07,58450.0,59750.0,61500.0,-0.4999999999999997,-0.8660254037844388
2024-01-03 15:00:00+00:00,38290.0,56600.0,56846.0,1065.52,19420.08,1727.0,16829.0,39136.0,39587.0,40300.0,20485.600000000002,22058.65,23324.06,23917.92,57600.0,58450.0,59750.0,-0.7071067811865471,-0.7071067811865479
2024-01-03 16:00:00+00:00,41092.0,58550.0,58996.0,64.38,19249.2,647.0,17257.0,41154.0,39136.0,39587.0,19313.58,20485.600000000002,22058.65,23324.06,56600.0,57600.0,58450.0,-0.8660254037844385,-0.5000000000000004
2024-01-03 17:00:00+00:00,44175.0,61400.0,61693.0,0.0,19082.51,247.0,17271.0,43961.0,41154.0,39136.0,19082.51,19313.58,20485.600000000002,22058.65,58550.0,56600.0,57600.0,-0.9659258262890683,-0.25881904510252063
2024-01-03 18:00:00+00:00,44928.0,62400.0,62084.0,0.0,18916.54,0.0,17156.0,44454.0,43961.0,41154.0,18916.54,19082.51,19313.58,20485.600000000002,61400.0,58550.0,56600.0,-1.0,-1.8369701987210297e-16
2024-01-03 19:00:00+00:00,41884.0,59500.0,58888.0,0.0,18441.87,0.0,17004.0,41528.0,44454.0,43961.0,18441.87,18916.54,19082.51,19313.58,62400.0,61400.0,58550.0,-0.9659258262890684,0.2588190451025203
2024-01-03 20:00:00+00:00,38868.0,55950.0,55723.0,0.0,17966.61,0.0,16855.0,38337.0,41528.0,44454.0,17966.61,18441.87,18916.54,19082.51,59500.0,62400.0,61400.0,-0.8660254037844386,0.5000000000000001
2024-01-03 21:00:00+00:00,39148.0,54550.0,55781.0,0.0,17490.35,0.0,16633.0,38103.0,38337.0,41528.0,17490.35,17966.61,18441.87,18916.54,55950.0,59500.0,62400.0,-0.7071067811865477,0.7071067811865474
2024-01-03 22:00:00+00:00,39396.0,56550.0,55519.0,0.0,16985.33,0.0,16123.0,37985.0,38103.0,38337.0,16985.33,17490.35,17966.61,18441.87,54550.0,55950.0,59500.0,-0.5000000000000004,0.8660254037844384
2024-01-03 23:00:00+00:00,37600.0,54600.0,53126.0,0.0,16269.53,0.0,15526.0,35366.0,37985.0,38103.0,16269.53,16985.33,17490.35,17966.61,56550.0,54550.0,55950.0,-0.25881904510252157,0.9659258262890681
2024-01-04 00:00:00+00:00,36144.0,52500.0,51288.0,0.0,15649.39,0.0,15144.0,33761.0,35366.0,37985.0,15649.39,16269.53,16985.33,17490.35,54600.0,56550.0,54550.0,0.0,1.0
2024-01-04 01:00:00+00:00,36097.0,52050.0,50469.0,0.0,14989.11,0.0,14372.0,33841.0,33761.0,35366.0,14989.11,15649.39,16269.53,16985.33,52500.0,54600.0,56550.0,0.25881904510252074,0.9659258262890683
2024-01-04 02:00:00+00:00,34290.0,49500.0,48260.0,0.0,14315.38,0.0,13970.0,36915.0,33841.0,33761.0,14315.38,14989.11,15649.39,16269.53,52050.0,52500.0,54600.0,0.49999999999999994,0.8660254037844387
2024-01-04 03:00:00+00:00,33852.0,48050.0,47341.0,0.0,13636.11,0.0,13489.0,36144.0,36915.0,33841.0,13636.11,14315.38,14989.11,15649.39,49500.0,52050.0,52500.0,0.7071067811865476,0.7071067811865476
2024-01-04 04:00:00+00:00,36470.0,49250.0,49266.0,0.0,12635.67,0.0,12796.0,37914.0,36144.0,36915.0,12635.67,13636.11,14315.38,14989.11,48050.0,49500.0,52050.0,0.8660254037844386,0.5000000000000001
2024-01-04 05:00:00+00:00,41259.0,53050.0,53286.0,0.0,11625.1,0.0,12027.0,36880.0,37914.0,36144.0,11625.1,12635.67,13636.11,14315.38,49250.0,48050.0,49500.0,0.9659258262890683,0.25881904510252074
2024-01-04 06:00:00+00:00,46163.0,57300.0,57123.0,0.0,10703.71,0.0,10960.0,39337.0,36880.0,37914.0,10703.71,11625.1,12635.67,13636.11,53050.0,49250.0,48050.0,1.0,6.123233995736766e-17
2024-01-04 07:00:00+00:00,49606.0,60850.0,60152.0,0.0,9938.61,244.0,10302.0,41563.0,39337.0,36880.0,9938.61,10703.71,11625.1,12635.67,57300.0,53050.0,49250.0,0.9659258262890683,-0.25881904510252063
2024-01-04 08:00:00+00:00,50763.0,62200.0,60875.0,342.8,9202.48,369.0,9743.0,42600.0,41563.0,39337.0,9545.279999999999,9938.61,10703.71,11625.1,60850.0,57300.0,53050.0,0.8660254037844387,-0.4999999999999998
2024-01-04 09:00:00+00:00,50549.0,63000.0,61051.0,2017.49,8480.04,1437.0,9065.0,42893.0,42600.0,41563.0,10497.53,9545.279999999999,9938.61,10703.71,62200.0,60850.0,57300.0,0.7071067811865476,-0.7071067811865475
2024-01-04 10:00:00+00:00,49539.0,63350.0,61337.0,3983.16,8421.59,3397.0,8401.0,42638.0,42893.0,42600.0,12404.75,10497.53,9545.279999999999,9938.61,63000.0,62200.0,60850.0,0.49999999999999994,-0.8660254037844387
2024-01-04 11:00:00+00:00,47431.0,63300.0,60736.0,5254.16,8364.98,5129.0,8176.0,41476.0,42638.0,42893.0,13619.14,12404.75,10497.53,9545.279999999999,63350.0,63000.0,62200.0,0.258819045102521,-0.9659258262890682
2024-01-04 12:00:00+00:00,44952.0,61700.0,58823.0,5528.39,8304.79,5620.0,8251.0,38840.0,41476.0,42638.0,13833.18,13619.14,12404.75,10497.53,63300.0,63350.0,63000.0,1.2246467991473532e-16,-1.0
2024-01-04 13:00:00+00:00,44638.0,61700.0,58079.0,4808.06,8752.24,5093.0,8348.0,38599.0,38840.0,41476.0,13560.3,13833.18,13619.14,12404.75,61700.0,63300.0,63350.0,-0.2588190451025208,-0.9659258262890683
2024-01-04 14:00:00+00:00,44873.0,60450.0,57162.0,3214.94,9200.56,3921.0,8368.0,37955.0,38599.0,38840.0,12415.5,13560.3,13833.18,13619.14,61700.0,61700.0,63300.0,-0.4999999999999997,-0.8660254037844388
2024-01-04 15:00:00+00:00,45188.0,58850.0,56459.0,1247.53,9650.26,2370.0,8901.0,38290.0,37955.0,38599.0,10897.79,12415.5,13560.3,13833.18,60450.0,61700.0,61700.0,-0.7071067811865471,-0.7071067811865479
2024-01-04 16:00:00+00:00,47968.0,59800.0,58760.0,71.64,10145.74,873.0,9919.0,41092.0,38290.0,37955.0,10217.38,10897.79,12415.5,13560.3,58850.0,60450.0,61700.0,-0.8660254037844385,-0.5000000000000004
2024-01-04 17:00:00+00:00,50341.0,63000.0,61750.0,0.0,10646.59,262.0,11147.0,44175.0,41092.0,38290.0,10646.59,10217.38,10897.79,12415.5,59800.0,58850.0,60450.0,-0.9659258262890683,-0.25881904510252063
2024-01-04 18:00:00+00:00,49739.0,63900.0,62120.0,0.0,11148.94,0.0,12381.0,44928.0,44175.0,41092.0,11148.94,10646.59,10217.38,10897.79,63000.0,59800.0,58850.0,-1.0,-1.8369701987210297e-16
2024-01-04 19:00:00+00:00,46118.0,61050.0,58945.0,0.0,11168.64,0.0,12827.0,41884.0,44928.0,44175.0,11168.64,11148.94,10646.59,10217.38,63900.0,63000.0,59800.0,-0.9659258262890684,0.2588190451025203
2024-01-04 20:00:00+00:00,43103.0,57600.0,56198.0,0.0,11188.74,0.0,13095.0,38868.0,41884.0,44928.0,11188.74,11168.64,11148.94,10646.59,61050.0,63900.0,63000.0,-0.8660254037844386,0.5000000000000001
2024-01-04 21:00:00+00:00,43461.0,56100.0,56465.0,0.0,11211.51,0.0,13004.0,39148.0,38868.0,41884.0,11211.51,11188.74,11168.64,11148.94,57600.0,61050.0,63900.0,-0.7071067811865477,0.7071067811865474
2024-01-04 22:00:00+00:00,43945.0,58050.0,56200.0,0.0,10764.62,0.0,12255.0,39396.0,39148.0,38868.0,10764.62,11211.51,11188.74,11168.64,56100.0,57600.0,61050.0,-0.5000000000000004,0.8660254037844384
2024-01-04 23:00:00+00:00,41880.0,54400.0,53666.0,0.0,11091.43,0.0,11786.0,37600.0,39396.0,39148.0,11091.43,10764.62,11211.51,11188.74,58050.0,56100.0,57600.0,-0.25881904510252157,0.9659258262890681
2024-01-05 00:00:00+00:00,40176.0,52050.0,51800.0,0.0,10580.54,0.0,11624.0,36144.0,37600.0,39396.0,10580.54,11091.43,10764.62,11211.51,54400.0,58050.0,56100.0,0.0,1.0
2024-01-05 01:00:00+00:00,39763.0,51700.0,51003.0,0.0,10485.83,0.0,11240.0,36097.0,36144.0,37600.0,10485.83,10580.54,11091.43,10764.62,52050.0,54400.0,58050.0,0.25881904510252074,0.9659258262890683
2024-01-05 02:00:00+00:00,38199.0,49200.0,48917.0,0.0,10283.43,0.0,10718.0,34290.0,36097.0,36144.0,10283.43,10485.83,10580.54,11091.43,51700.0,52050.0,54400.0,0.49999999999999994,0.8660254037844387
2024-01-05 03:00:00+00:00,37721.0,48150.0,48163.0,0.0,10191.52,0.0,10442.0,33852.0,34290.0,36097.0,10191.52,10283.43,10485.83,10580.54,49200.0,51700.0,52050.0,0.7071067811865476,0.7071067811865476
2024-01-05 04:00:00+00:00,40114.0,48650.0,50244.0,0.0,9783.91,0.0,10130.0,36470.0,33852.0,34290.0,9783.91,10191.52,10283.43,10485.83,48150.0,49200.0,51700.0,0.8660254037844386,0.5000000000000001
2024-01-05 05:00:00+00:00,44475.0,52100.0,54104.0,0.0,9395.0,0.0,9629.0,41259.0,36470.0,33852.0,9395.0,9783.91,10191.52,10283.43,48650.0,48150.0,49200.0,0.9659258262890683,0.25881904510252074
2024-01-05 06:00:00+00:00,49068.0,56200.0,57936.0,0.0,9008.73,0.0,8868.0,46163.0,41259.0,36470.0,9008.73,9395.0,9783.91,10191.52,52100.0,48650.0,48150.0,1.0,6.123233995736766e-17
2024-01-05 07:00:00+00:00,52599.0,59350.0,60997.0,0.0,8176.22,247.0,8151.0,49606.0,46163.0,41259.0,8176.22,9008.73,9395.0,9783.91,56200.0,52100.0,48650.0,0.9659258262890683,-0.25881904510252063
2024-01-05 08:00:00+00:00,54563.0,60650.0,62376.0,210.26,7303.73,304.0,7509.0,50763.0,49606.0,46163.0,7513.99,8176.22,9008.73,9395.0,59350.0,56200.0,52100.0,0.8660254037844387,-0.4999999999999998
2024-01-05 09:00:00+00:00,54915.0,61500.0,62854.0,1368.89,6452.9,680.0,7259.0,50549.0,50763.0,49606.0,7821.79,7513.99,8176.22,9008.73,60650.0,59350.0,56200.0,0.7071067811865476,-0.7071067811865475
2024-01-05 10:00:00+00:00,54988.0,61800.0,63285.0,2763.75,6149.79,1583.0,6714.0,49539.0,50549.0,50763.0,8913.54,7821.79,7513.99,8176.22,61500.0,60650.0,59350.0,0.49999999999999994,-0.8660254037844387
2024-01-05 11:00:00+00:00,53793.0,61700.0,62681.0,3637.13,5845.15,2588.0,6300.0,47431.0,49539.0,50549.0,9482.279999999999,8913.54,7821.79,7513.99,61800.0,61500.0,60650.0,0.258819045102521,-0.9659258262890682
2024-01-05 12:00:00+00:00,51137.0,59650.0,60656.0,3844.72,5542.78,3283.0,6236.0,44952.0,47431.0,49539.0,9387.5,9482.279999999999,8913.54,7821.79,61700.0,61800.0,61500.0,1.2246467991473532e-16,-1.0
2024-01-05 13:00:00+00:00,50768.0,59150.0,60136.0,3453.51,5116.02,3293.0,6075.0,44638.0,44952.0,47431.0,8569.53,9387.5,9482.279999999999,8913.54,59650.0,61700.0,61800.0,-0.2588190451025208,-0.9659258262890683
2024-01-05 14:00:00+00:00,50526.0,57650.0,59026.0,2470.21,4689.92,2645.0,5855.0,44873.0,44638.0,44952.0,7160.13,8569.53,9387.5,9482.279999999999,59150.0,59650.0,61700.0,-0.4999999999999997,-0.8660254037844388
2024-01-05 15:00:00+00:00,51174.0,56250.0,58096.0,981.01,4273.01,1628.0,5294.0,45188.0,44873.0,44638.0,5254.02,7160.13,8569.53,9387.5,57650.0,59150.0,59650.0,-0.7071067811865471,-0.7071067811865479
2024-01-05 16:00:00+00:00,55396.0,57150.0,60567.0,57.54,4142.83,631.0,4540.0,47968.0,45188.0,44873.0,4200.37,5254.02,7160.13,8569.53,56250.0,57650.0,59150.0,-0.8660254037844385,-0.5000000000000004
2024-01-05 17:00:00+00:00,58798.0,60650.0,63464.0,0.0,3994.96,254.0,4412.0,50341.0,47968.0,45188.0,3994.96,4200.37,5254.02,7160.13,57150.0,56250.0,57650.0,-0.9659258262890683,-0.25881904510252063
2024-01-05 18:00:00+00:00,58746.0,61750.0,63539.0,0.0,3835.74,0.0,4793.0,49739.0,50341.0,47968.0,3835.74,3994.96,4200.37,5254.02,60650.0,57150.0,56250.0,-1.0,-1.8369701987210297e-16
2024-01-05 19:00:00+00:00,55750.0,58800.0,60647.0,0.0,3918.79,0.0,4897.0,46118.0,49739.0,50341.0,3918.79,3835.74,3994.96,4200.37,61750.0,60650.0,57150.0,-0.9659258262890684,0.2588190451025203
2024-01-05 20:00:00+00:00,53166.0,55750.0,58149.0,0.0,3974.17,0.0,4983.0,43103.0,46118.0,49739.0,3974.17,3918.79,3835.74,3994.96,58800.0,61750.0,60650.0,-0.8660254037844386,0.5000000000000001
2024-01-05 21:00:00+00:00,53322.0,54500.0,58513.0,0.0,4084.45,0.0,5191.0,43461.0,43103.0,46118.0,4084.45,3974.17,3918.79,3835.74,55750.0,58800.0,61750.0,-0.7071067811865477,0.7071067811865474
2024-01-05 22:00:00+00:00,53258.0,56700.0,58566.0,0.0,4082.59,0.0,5308.0,43945.0,43461.0,43103.0,4082.59,4084.45,3974.17,3918.79,54500.0,55750.0,58800.0,-0.5000000000000004,0.8660254037844384
